Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
NE;MA;IMPERATRIZ;BORSOI REVENDEDORA DE GAS E TRANSPORTES LTDA; 03.983.360/0001-49;RODOVIA BR-010;12;;MARANHAO NOVO;65903-140;GLP;25/12/2023;100;;R$ / 13 kg;COPA ENERGIA
SE;RJ;RIO DE JANEIRO;IRAPIRANGA DISTRIBUIDORA DE GÁS LTDA. - ME; 03.985.248/0001-47;RUA GUIRAREIA V EMA;1158;;IRAJÁ;21371-420;GLP;27/12/2023;89;;R$ / 13 kg;ULTRAGAZ
CO;DF;BRASILIA;RE FOLGIERINI COMERCIO DE GAS LTDA; 03.985.655/0001-54; QNM 23 CONJ. C CASA;4;;CEILANDIA;72237-100;GLP;25/12/2023;89,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;PE;RECIFE;JOSE EDSON MESQUITA DA SILVA ME; 04.018.229/0001-04;AVENIDA PROFESSOR JOSE DOS ANJOS;246;;ARRUDA;52120-100;GLP;27/12/2023;85;;R$ / 13 kg;BRANCA
SE;MG;SETE LAGOAS;COMERCIAL M & A LTDA ME; 04.026.000/0002-00;AV JOSE SERVULO SOALHEIRO 3670;3680;;NOVA CIDADE;35702-314;GLP;26/12/2023;95,9;;R$ / 13 kg;BRANCA
N;RO;PORTO VELHO;J G AGUIAR; 04.106.282/0001-67;RUA JOÃO GOULART C/ JOSE CAMACHO;3105;;LIBERDADE;78904-140;GLP;27/12/2023;115;;R$ / 13 kg;FOGAS
S;PR;PONTA GROSSA;I.C.R. COMERCIO DE GAS LTDA - EPP; 04.121.608/0001-25;AV MONTEIRO LOBATO;2710;;JARDIM CARVALHO;84016-210;GLP;28/12/2023;93;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;BA;EUNAPOLIS;NETTO COMERCIO DE GAS LTDA; 04.138.390/0001-11;RUA ROBERTO SANTOS;240;TERREO;CENTRO;45820-510;GLP;26/12/2023;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;VICOSA;J. E. DISTRIBUIDORA LTDA.; 04.167.849/0001-05;RUA HELIO SOUZA LIMA;45;;SANTO ANTONIO;36570-000;GLP;26/12/2023;108;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;AM;MANAUS;C F S DO NASCIMENTO LIMITADA; 04.180.808/0001-59;RUA DOUTOR AMARO ALENCAR;408;;SAO RAIMUNDO;69027-031;GLP;26/12/2023;115;;R$ / 13 kg;AMAZONGÁS
SE;SP;AMPARO;DISTRIBUIDORA DE GAS CARAJAS LTDA ME; 04.226.772/0001-05;AVENIDA ULDERICO BATONI;277;;JARDIM SÃO DIMAS;13905-610;GLP;26/12/2023;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;BRAGANCA PAULISTA;VANESSA DOMINGUES DE OLIVEIRA; 04.226.948/0001-10;AVENIDA LUIZ GONZAGA LEME;250;;AGUAS CLARAS;12929-120;GLP;29/12/2023;99,99;;R$ / 13 kg;FOGAS
SE;SP;INDAIATUBA;DISTRIBUIDORA DE GAS COLLIASO LIMITADA; 04.241.962/0001-93;AVENIDA PRESIDENTE KENNEDY;1510;QUADRA49                  LOTE  09-U                      ESQUINA RUA IPIRANGA;CIDADE NOVA I;13334-170;GLP;29/12/2023;110;;R$ / 13 kg;ULTRAGAZ
S;PR;FOZ DO IGUACU;MARACAJU - COMERCIO DE GAS LTDA; 04.249.932/0001-23;AVENIDA TANCREDO NEVES;3400;KM 4,5;BAIRRO PORTO BELO;85867-000;GLP;26/12/2023;95;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;AM;MANAUS;IZAILDA DA SILVA LIMA; 04.255.061/0001-50;RUA PEIXE - CACHORRO;51;QD. 6 B;JORGE TEXEIRA;69088-000;GLP;27/12/2023;113;;R$ / 13 kg;AMAZONGÁS
SE;MG;UBERABA;ILDA TASCA - ME; 04.273.502/0001-47;RUA ALUMINIO;105;;LEBLON;38001-970;GLP;28/12/2023;100;;R$ / 13 kg;BRANCA
SE;MG;BELO HORIZONTE;LUZ & LUZES DISTRIBUIDORA DE GAS LTDA; 04.286.021/0001-76;RUA DEUSDEDITH DE ASSIS;123;;DOM BOSCO;30850-450;GLP;27/12/2023;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;TO;PARAISO DO TOCANTINS;DISTRIBUIDORA GAS LAR LTDA; 04.329.828/0001-49;R BERNARDINO MACIEL;231;;CENTRO;77600-000;GLP;27/12/2023;120;;R$ / 13 kg;LIQUIGÁS
SE;SP;RIBEIRAO PIRES;J L FRANCIS GAS - ME; 04.346.502/0001-20;AVENIDA FRANCISCO MONTEIRO;3145;;CENTRO;09400-310;GLP;26/12/2023;89,9;;R$ / 13 kg;CONSIGAZ
NE;BA;JAGUAQUARA;JACQUELINE NERY SOUZA VIEIRA; 04.353.036/0001-00;RUA DURVAL CAMPOS;SN;TERREO;SAO JORGE;45345-000;GLP;27/12/2023;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;RJ;ITAGUAI;S.S.D SILVA DISTRIBUIDORA DE GAS GLP LTDA.; 04.360.163/0001-36;AVENIDA PREFEITO ISOLDACKSON CRUZ DE BRITO;S/N;LOTE 11 QUADRA 06;BRISAMAR;23826-260;GLP;28/12/2023;122,5;;R$ / 13 kg;BRANCA
SE;SP;ITAPETININGA;DANILO MUNHOZ ROLIM & CIA LTDA; 04.377.619/0001-70;RUA FRANCISCO WEIS;19;;VL. RIO BRANCO;18208-320;GLP;28/12/2023;109;;R$ / 13 kg;ULTRAGAZ
CO;MT;VARZEA GRANDE;LIGUE GAS DISTRIBUIDORA LTDA; 04.386.696/0001-97;AVENIDA FILINTO MULLER,;S/N;QDA 22 LOTES 09 E 12;JARDIM ITORORO;78138-785;GLP;26/12/2023;85;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;RJ;PETROPOLIS;VILART GAS LTDA; 04.405.822/0001-03;AV. NORMA MARIA RENNER;S/N;QD.01/LT.09;NOGUEIRA;25730-240;GLP;26/12/2023;100;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;MT;SORRISO;LORENZ E MARTINI LTDA; 04.419.333/0001-00;AVENIDA PERIMETRAL SUDOESTE;2199;;JARDIM AURORA;78890-000;GLP;27/12/2023;125;;R$ / 13 kg;FOGAS
S;PR;TOLEDO;LIQUI COMERCIO DE GAS LTDA; 04.427.419/0001-85;AVENIDA NOSSA SENHORA DE FATIMA;1175;;JARDIM PORTO ALEGRE;85906-230;GLP;27/12/2023;95;;R$ / 13 kg;LIQUIGÁS
S;RS;SANTA ROSA;GOLDENGAS COM. DISTRIB. GAS LTDA; 04.434.675/0001-08;RUA EDWINO FENNER;700;;CENTRO;98900-000;GLP;27/12/2023;125;;R$ / 13 kg;LIQUIGÁS
N;RO;PORTO VELHO;DISTRIBUIDORA OLHO D'AGUA LTDA; 04.450.629/0001-94;AVENIDA PINHEIRO MACHADO;2511;;SAO CRISTOVAO;76800-000;GLP;27/12/2023;115;;R$ / 13 kg;AMAZONGÁS
CO;GO;ANAPOLIS;ELIANE DE SÁ RIBEIRO; 04.457.703/0001-02;AV. PRESIDENTE KENNEDY;2950;;JARDIM ALEXANDRINA;75060-100;GLP;26/12/2023;100;;R$ / 13 kg;ULTRAGAZ
CO;GO;GOIANIA;K. C. MARTINS AMARAL & COMPANHIA LTDA - ME; 04.490.067/0001-02;RUA MATUPA;198;QD. 223 LT. 14;SETOR PARQUE AMAZÔNIA;74835-490;GLP;27/12/2023;110;;R$ / 13 kg;BRANCA
SE;MG;CONSELHEIRO LAFAIETE;FYRE COMÉRCIO LTDA. ME; 04.517.943/0001-47;RUA CELSO NOGUEIRA DE MIRANDA;25;;NOSSA SENHORA AUXILIADORA;36400-000;GLP;26/12/2023;88;;R$ / 13 kg;BRANCA
S;SC;SAO JOSE;M C VIEIRA MERCEARIA LTDA EPP; 04.523.639/0001-02;RUA HIDALGO ARAÚJO;370;;JARDIM CIDADE DE FLORIANOPOLIS;88111-330;GLP;26/12/2023;118;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;RJ;RIO DE JANEIRO;VENEZA-GAS COMERCIAL LTDA; 04.561.623/0001-94;RUA MATAPI;20;;JACARE;20975-170;GLP;26/12/2023;93;;R$ / 13 kg;NACIONAL GÁS BUTANO
CO;GO;PORANGATU;ROSIMARY ANTONIA VAZ EIRELI; 04.574.258/0001-52;RUA CAMPOS SALES;SN;QUADRA05                  LOTE  01;SETOR UNIVERSITARIO;76550-000;GLP;26/12/2023;110;;R$ / 13 kg;BRANCA
NE;PE;GARANHUNS;J A GAS AGUA E TRANSPORTE LTDA; 04.593.024/0001-52;AV PREFEITO LUIZ SOUTO DOURADO;SN;;SEVERIANO MORAES FILHO;55295-972;GLP;25/12/2023;80;;R$ / 13 kg;BAHIANA
SE;SP;TAUBATE;DEPOSITO DE GAS YOSHIDA LTDA. - ME.; 04.604.149/0001-30;RUA JOSE VICENTE DE BARROS;2455;;PQ. SAO LUIS;12061-001;GLP;28/12/2023;90;;R$ / 13 kg;LIQUIGÁS
SE;MG;PARA DE MINAS;ADÃO HORTA ARAUJO; 04.614.109/0001-70;RUA RAIMUNDO DUQUE DE ALMEIDA;310;;GRÃO PARÁ;35660-256;GLP;26/12/2023;100;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;PI;TERESINA;V. F. SOUSA COMERCIO; 04.618.582/0001-25;AVENIDA PREFEITO  HUGO BASTOS;5922;PARQUE MÃO SANTA;VALE QUEM TEM;64057-390;GLP;27/12/2023;100;;R$ / 13 kg;LIQUIGÁS
S;PR;PONTA GROSSA;MARCIO ROBERTO BECK & CIA LTDA; 04.626.095/0001-04;RUA LEAO FEDERMANN;361;;JARDIM CARVALHO;84015-640;GLP;28/12/2023;110;;R$ / 13 kg;LIQUIGÁS
SE;MG;CURVELO;WANDERLEY LEAL; 04.627.544/0001-39;AVENIDA CONTORNO;245;;TIBIRA;35790-000;GLP;26/12/2023;100;;R$ / 13 kg;BRANCA
SE;SP;MIRASSOL;AGNALDO DE ABREU BATISTA; 04.645.641/0001-54;RUA 7 DE SETEMBRO;1666;;CENTRO;15130-001;GLP;28/12/2023;90;;R$ / 13 kg;BRANCA
CO;GO;LUZIANIA;NATURALGAS-COMERCIO DE GAS LTDA; 04.647.883/0001-87;RUA 27;S/N;QUADRA57 LOTES 31/32;PARQUE JK;72815-470;GLP;27/12/2023;94,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;BA;ITAMARAJU;PIVA & PIVA LTDA; 04.672.052/0001-65;PRACA DA INDEPENDENCIA;526;;CENTRO;45836-000;GLP;26/12/2023;95;;R$ / 13 kg;LIQUIGÁS
SE;MG;MONTE CARMELO;CENTER GAS AGUA MINERAL E BEBIDAS LTDA - ME; 04.675.588/0001-34;AVENIDA JOAO PINHEIRO;155;A;CENTRO;38500-000;GLP;28/12/2023;90;;R$ / 13 kg;BRANCA
SE;MG;BELO HORIZONTE;RC GAS LTDA; 04.711.306/0001-07;RUA FURKIM WERNEK;1333;;TUPI;31840-050;GLP;25/12/2023;115;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;AM;MANAUS;JOAO LUCIO DA SILVA BARBOSA - ME; 04.729.796/0001-79;RUA 30   CASTELO BRANCO I;1,204;CONJ. CASTELO BRANCO;PARQUE 10 DE NOVEMBR;69055-480;GLP;26/12/2023;130;;R$ / 13 kg;AMAZONGÁS
SE;MG;VICOSA;DOM GAS LTDA; 04.743.995/0001-31;AVENIDA PRESIDENTE HUMBERTO DE ALENCAR CASTELO BRANCO;1451;;SANTO ANTONIO;36570-001;GLP;26/12/2023;108;;R$ / 13 kg;NACIONAL GÁS BUTANO
CO;GO;ITUMBIARA;ALVES SILVA COMERCIO DE GAS LTDA; 04.810.455/0001-23;RUA 17;941;;SETOR SANTOS DUMONT;75503-972;GLP;26/12/2023;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;MG;UBERLANDIA;ADRIANA GISLENE OLIVEIRA; 04.812.519/0001-25;RUA MONTEIRO LOBATO;600;;JARDIM UMUARAMA;38402-178;GLP;26/12/2023;97,99;;R$ / 13 kg;ULTRAGAZ
SE;MG;UBERLANDIA;MOURA GÁS LTDA.; 04.813.047/0001-25;AV. FRANCISCO RIBEIRO;2604;;SEGISMUNDO PEREIRA;38408-186;GLP;26/12/2023;90;;R$ / 13 kg;BRANCA
SE;SP;ITAPOLIS;LUCIANA C. CALÇA GAS - ME.; 04.813.503/0001-37;AVENIDA DOMINGOS TALON;80;;JARDIM SAO LUCAS;14900-000;GLP;26/12/2023;105;;R$ / 13 kg;BRANCA
SE;RJ;VALENCA;L.R. NEVES DISTRIBUIDORA DE GÁS ME; 04.814.199/0001-42;RUA DR JULIO XAVIER;251;;LARANJEIRAS;27600-000;GLP;28/12/2023;100;;R$ / 13 kg;ULTRAGAZ
CO;GO;ANAPOLIS;COMERCIAL DE GAS BELA VISTA EIRELI - ME; 04.820.226/0001-90;RUA   9;786;SALA 02;ALTO DA BELA VISTA;75105-620;GLP;26/12/2023;100;;R$ / 13 kg;BRANCA
S;RS;GUAIBA;COMERCIAL DE GAS LUPICINIO EIRELI; 04.820.596/0001-27;AVENIDA LUPICINIO RODRIGUES;1046;;SANTA RITA;92708-240;GLP;26/12/2023;95;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;MG;PARACATU;SOUZA & ANDRADE LTDA - ME; 04.825.265/0001-80;RUA JUCA BAIANO;163;;CENTRO;38600-000;GLP;27/12/2023;115;;R$ / 13 kg;BRANCA
SE;SP;RIO CLARO;CESAR GAS COMERCIO E TRANSPORTE EIRELI; 04.833.218/0001-88;RUA 14;2586;;JARDIM SAO PAULO;13500-270;GLP;26/12/2023;100;;R$ / 13 kg;BRANCA
SE;SP;VINHEDO;DI-BELL GÁS LTDA. ME.; 04.833.550/0001-42;RUA ALFREDO ACHAR;775;;NOVA VINHEDO;13280-000;GLP;28/12/2023;98;;R$ / 13 kg;COPA ENERGIA
S;RS;PASSO FUNDO;DALPONTE COM. TRANSP. GAS LTDA; 04.838.063/0001-72;AVENIDA BRASIL OESTE;3860;;BOQUEIRÃO;99025-004;GLP;28/12/2023;108;;R$ / 13 kg;LIQUIGÁS
SE;MG;MONTE CARMELO;ELIANA LOURENCO DE OLIVEIRA; 04.849.158/0001-91;RUA JOAO MARTINS CORTES;610;;ANTA RITA DE CASSIA;38500-000;GLP;28/12/2023;90;;R$ / 13 kg;BRANCA
SE;MG;PATROCINIO;JATOGAS LTDA; 04.869.406/0001-66;AVENIDA DOS BALSAMOS;111;;MORADA NOVA;38740-001;GLP;27/12/2023;90;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;SAO JOAO DEL REI;HESAGAS LTDA; 04.872.624/0001-50;RUA PAULO SEVERINO;112;;RESIDENCIAL LENHEIRO;36309-410;GLP;27/12/2023;96;;R$ / 13 kg;BRANCA
S;PR;CASTRO;DISTRIBUIDORA DE GAS JAVERT LTDA.; 04.875.499/0001-31;RUA DOUTOR JAVERT MADUREIRA;1378;;VILA RIO BRANCO;84174-410;GLP;26/12/2023;105;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;PR;CURITIBA;MARCELO RODRIGUES RIBEIRO; 04.879.353/0001-64;RUA RAPOZO TAVARES;1,205;;PILARZINHO;82100-000;GLP;28/12/2023;95;;R$ / 13 kg;ULTRAGAZ
SE;SP;CAMPINAS;COMERCIO DE GAS OIA & OIA LTDA; 04.910.882/0001-83;RUA YVES MONTAND;40;;CHAC.SANTA LETICIA;13054-047;GLP;28/12/2023;99,99;;R$ / 13 kg;LIQUIGÁS
SE;SP;LEME;ADELINA CANDIDA TSCHEPAT; 04.915.213/0001-02;AVENIDA 7 DE SETEMBRO;205;;JARDIM SANTANA;13616-443;GLP;27/12/2023;123;;R$ / 13 kg;ULTRAGAZ
S;PR;UNIAO DA VITORIA;VIAGAS TRANSPORTE E COMERCIO DE GAS LTDA; 04.978.886/0001-01;AVENIDA BENTO MUNHOZ DA ROCHA NETO;3220;;SAO BERNARDO;84600-420;GLP;27/12/2023;100;;R$ / 13 kg;ULTRAGAZ
CO;GO;CALDAS NOVAS;V C SILVA JUNIOR LTDA; 05.009.715/0001-29;RUA 31;S/N;QUADRA53                  LOTE  19                  CASA  02;ITAICI II;75680-001;GLP;28/12/2023;100;;R$ / 13 kg;LIQUIGÁS
SE;MG;NOVA LIMA;GASBOM - COMERCIO DE GAS LIQUEFEITO LTDA; 05.016.096/0001-08;RUA KENTON;131;;JARDIM CANADA;34000-001;GLP;26/12/2023;112;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;PR;CURITIBA;RODRIGO ALVES DA SILVA; 05.023.295/0001-35;R. MAJOR HEITOR GUIMARÃES;1408;;CAMPINA DO SIQUEIRA;80740-340;GLP;28/12/2023;100;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;UBERABA;JOSÉ ERNANI DE OLIVEIRA; 05.036.986/0001-73;AVENIDA DJALMA CASTRO ALVES;1876;;AMOROSO COSTA;38072-510;GLP;28/12/2023;79,99;;R$ / 13 kg;BRANCA
SE;SP;ARARAS;NOVO GAS ARARAS COMERCIAL LT ME; 05.072.917/0001-15;RUA JOSÉ FERNANDES;279;;PARQUE  TIRADENTES;13606-660;GLP;27/12/2023;89;;R$ / 13 kg;COPA ENERGIA
NE;BA;LAURO DE FREITAS;VILASGÁS COMÉRCIO DE GÁS LTDA ME; 05.091.716/0001-65;RUA VÂNIA MARIA A RODRIGUES;112;QD. 11 LOTE 03 ( LOTEAMENTO JARDIM BELO HORIZONTE;PITANGUEIRAS;42700-000;GLP;27/12/2023;105;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;RS;PELOTAS;RONALDO G. CENTENO E CIA LTDA; 05.106.304/0001-51;AVENIDA DUQUE DE CAXIAS;1439;;FRAGATA;96030-003;GLP;26/12/2023;103;;R$ / 13 kg;LIQUIGÁS
CO;GO;MINEIROS;RUY ROCHA FARIAS; 05.167.958/0001-95;AVENIDA ANTONIO CARLOS PANIAGO;SN;QUADRA4                   LOTE  3 COM RUA 8 L 21/22;MARTINS;75830-002;GLP;26/12/2023;113;;R$ / 13 kg;LIQUIGÁS
SE;MG;POCOS DE CALDAS;ALINE POÇOS LTDA; 05.168.997/0001-07;AVENIDA JOÃO PINHEIRO;2952;;BORTOLAN;37701-386;GLP;26/12/2023;107,99;;R$ / 13 kg;LIQUIGÁS
SE;SP;ITAPIRA;SUPER CHAMA COMERCIO DE GÁS LTDA - ME; 05.232.642/0001-30;RUA MANOEL LUIZ DA ROCHA;68;;VL PENHA RIO DO PEIXE;13971-014;GLP;26/12/2023;95;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;GO;FORMOSA;DENILTON ALVES PEREIRA COMERCIO DE GAS E AGUA MINERAL; 05.308.966/0001-04;RUA 19;350;ESQ. C/ AVENIDA 02;BAIRRO FORMOSINHA;73813-290;GLP;27/12/2023;112;;R$ / 13 kg;BRANCA
SE;SP;SAO PAULO;SHOW GAS COMERCIO DE GAS LTDA.; 05.314.909/0001-38;AVENIDA PADRE ARLINDO VIEIRA;3565;;JARDIM VERGUEIRO;04166-003;GLP;26/12/2023;119,99;;R$ / 13 kg;ULTRAGAZ
NE;CE;ITAPIPOCA;ASSUNCAO COMERCIAL DE GAS BUTANO LTDA; 05.369.749/0001-24;RUA DUQUE DE CAXIAS,;1504;;FAZENDINHA;62500-000;GLP;26/12/2023;100;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;AC;RIO BRANCO;RAIMUNDO NONATO DE MESQUITA ME.; 05.397.229/0001-25;AVENIDA NOROESTE;114;CONJ. TUCUMÃ;DISTRITO INDUSTRIAL;69917-000;GLP;28/12/2023;120;;R$ / 13 kg;FOGAS
NE;BA;SALVADOR;COMERCIAL LIELMA LTDA; 05.416.135/0001-56;AVENIDA EDGAR SANTOS;1801;A;SABOEIRO;41180-000;GLP;28/12/2023;94,9;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;RO;PIMENTA BUENO;COMERCIAL RÚBIO LTDA; 05.780.275/0001-09;AVENIDA CASTELO BRANCO;26;;DOS PIONEIROS;76970-000;GLP;28/12/2023;138;;R$ / 13 kg;FOGAS
N;PA;PARAGOMINAS;PARAGOMINAS GAS EIRELI; 05.857.966/0001-63;AV JOSE TARCICO FRANCISQUETO;297;;CELIO MIRANDA MODULO II;68625-970;GLP;27/12/2023;135;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;MA;BARRA DO CORDA;MARIA AUGUSTA DA CUNHA BATISTA; 06.211.411/0001-02;RUA ANTONIO LEITE BRASIL;848;C;ALTAMIRA;65950-000;GLP;28/12/2023;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;MA;SANTA INES;FAZENDAS MAGNOLIA LTDA; 06.365.969/0018-90;RUA DA PEDRA BRANCA;74;;CENTRO;65300-000;GLP;29/12/2023;120;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;MA;BALSAS;ARLINDO CARLOS VERA EIRELI; 06.701.742/0002-01;AVENIDA CORONEL SILVA NETO;187;LOJA  A;CENTRO;65800-000;GLP;26/12/2023;125;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;MA;ACAILANDIA;ARLINDO CARLOS VERA EIRELI; 06.701.742/0008-05;AVENIDA BERNARDO SAYAO;1339;;CENTRO;65930-000;GLP;29/12/2023;100;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;PE;SANTA CRUZ DO CAPIBARIBE;SANTA CRUZ GAS LTDA.; 08.136.582/0001-40;RUA BIU DE DEDA;31;;DONA DON;55190-000;GLP;28/12/2023;95;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;PB;JOAO PESSOA;JOAO MAGLIANO PECORELLI; 08.575.284/0001-56;AV VASCO DA GAMA;90;;JAGUARIBE;58015-180;GLP;25/12/2023;100,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;PB;JOAO PESSOA;GRAVATÁ GÁS LTDA ME; 08.599.243/0001-08;RUA SÃO LUIZ;16;;PLANALTO BOA ESPERANÇA;58065-021;GLP;25/12/2023;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;AL;MACEIO;DEPÓSITO JOPINO LTDA; 09.623.216/0001-88;AL NAIR DE VASCONCELOS CAVALCANTE;S/N;;PETROPOLIS;57080-460;GLP;27/12/2023;95;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;CE;QUIXADA;DISTRIBUIDORA DE BEBIDAS MATIAS LOBO LTDA; 10.389.377/0001-38;RUA EPITACIO PESSOA;S/N;;CENTRO;63900-002;GLP;26/12/2023;94,99;;R$ / 13 kg;BAHIANA
NE;PE;ARARIPINA;ARARIPE GÁS LTDA.; 10.593.788/0001-40;RUA OSVALDO CRUZ;30;;CENTRO;56280-000;GLP;27/12/2023;115;;R$ / 13 kg;BRANCA
NE;PE;SERRA TALHADA;JOÃO DUQUE COMERCIAL LTDA.; 11.407.343/0004-34;AVENIDA WALDEMAR INACIO OLIVEIRA;128;;SÃO SEBASTIÃO;56912-225;GLP;27/12/2023;99;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;PE;SERRA TALHADA;USEGAS PAJEÚ LTDA.; 12.899.365/0001-89;RUA CIRILO XAVIER;365;;CENTRO;56903-370;GLP;27/12/2023;105;;R$ / 13 kg;LIQUIGÁS
NE;BA;BARREIRAS;ECONOMIA DISTRIBUIDORA DE BEBIDAS LTDA; 13.715.099/0001-50;RODOVIA BR 242;S/N;KM 1,5;NOVO HORIZONTE;47808-460;GLP;27/12/2023;130;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;BA;LIVRAMENTO DE NOSSA SENHORA;FLORISVALDO DA SILVA RIBEIRO NETO; 14.643.688/0001-32;AVENIDA BRUMADA;566;COMODO;TAQUARI;46140-000;GLP;26/12/2023;110;;R$ / 13 kg;BAHIANA
NE;BA;VALENCA;REPRAVA REPRESENTACOES DE VALENÇA LTDA; 14.690.911/0001-00;AVENIDA MACONICA;85;CASA;SÃO FELIX;45400-000;GLP;25/12/2023;120;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;BA;PAULO AFONSO;GILSON MORAIS PATRIOTA; 14.825.780/0001-13;RUA FLORIANO PEIXOTO;66;SALA;CENTRO;48601-240;GLP;27/12/2023;90;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;BA;LIVRAMENTO DE NOSSA SENHORA;COMERCIAL BAIM LTDA; 15.707.557/0001-34;PRACA BOM JESUS;77;COMODO;TAQUARI;46140-000;GLP;26/12/2023;105;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;BA;BRUMADO;COMERCIAL BAIM LTDA; 15.707.557/0002-15;AVENIDA CENTENARIO;841;COMODO;NOVO BRUMADO;46100-000;GLP;26/12/2023;105;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;RO;PORTO VELHO;M. APARECIDA BILIO  ME; 15.875.495/0001-70;RUA ZACARIAS BEZERRA;8471;;TANCREDO NEVES;78902-900;GLP;26/12/2023;105;;R$ / 13 kg;FOGAS
NE;BA;GUANAMBI;MARTINS & PRADO LTDA; 16.264.467/0001-89;PRACA HENRIQUE PEREIRA DONATO;247;;CENTRO;46430-000;GLP;27/12/2023;100;;R$ / 13 kg;BRANCA
SE;MG;CAMPO BELO;LAZARO ANTONIO DE ALVARENGA-ME; 17.603.135/0001-44;RUA HELENA JORGE MOREIRA;145;;VILA BANDEIRANTES;37270-000;GLP;26/12/2023;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;FORMIGA;SOGAS LTDA; 19.157.361/0001-74;RUA QUINTINO BOCAIUVA;129;;CENTRO;35570-000;GLP;26/12/2023;99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;ITUIUTABA;DEPOSITO DE GAS IMPERIAL LTDA; 19.349.893/0001-03;RUA VINTE E SEIS;1321;;CENTRO;38300-080;GLP;26/12/2023;88;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;JANAUBA;GAS NORTE LTDA; 19.846.344/0001-44;RUA MONTES CLAROS;86;;PADRE EUSTAQUIO;39442-266;GLP;28/12/2023;105;;R$ / 13 kg;ULTRAGAZ
SE;MG;BELO HORIZONTE;IPIRANGA COMERCIO DE GAS LTDA; 19.932.045/0001-22;RUA DOUTOR BENEDITO XAVIER;1958;;BAIRRO AARAO REIS;31810-540;GLP;25/12/2023;120;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;MG;UNAI;MILTON GARCIA DE JESUS; 20.195.434/0001-00;RUA ALBA GONZAGA;250;;CENTRO;38610-000;GLP;29/12/2023;120;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;JANUARIA;SUPERGASNORTE LTDA; 20.537.890/0001-82;RUA DO SERTANEJO;95;;CENTRO;39480-000;GLP;26/12/2023;115;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;UBERLANDIA;DEPOSITO DE GAS TIBERY LTDA; 20.736.831/0001-33;RUA PIRAPORA;451;;TIBERY;38405-110;GLP;26/12/2023;105;;R$ / 13 kg;BRANCA
SE;MG;ARAXA;LUIZ CESAR DE MELO & CIA LTDA. - EPP; 20.882.148/0001-04;AV GERALDO PORFIRIO BOTELHO;2088;;VILA FERTIZA;38180-000;GLP;26/12/2023;88;;R$ / 13 kg;BRANCA
