Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
SE;SP;SAO JOSE DOS CAMPOS;COMERCIAL DE GÁS SÃO BENTO LTDA - ME; 07.238.501/0001-50;AVENIDA ELISIO GALDINO SOBRINHO;615;;CIDADE DE MORUMBI;12236-740;GLP;07/12/2023;99,99;;R$ / 13 kg;ULTRAGAZ
SE;RJ;SAO JOAO DE MERITI;M M DE MERITI COMÉRCIO E TRANSPORTE DE GÁS LTDA.; 03.832.654/0001-70;RUA GUINER;138;;JARDIM MERITI;25555-470;GLP;07/12/2023;82,99;;R$ / 13 kg;COPA ENERGIA
SE;SP;PINDAMONHANGABA;BENEDITO HAMILTON DE SOUZA PINDAMONHANGABA - ME.; 04.691.486/0001-02;RUA PAULO CÉSAR BITTENCOURT DE CARVALHO;65;;ARARETAMA;12423-530;GLP;06/12/2023;89,9;;R$ / 13 kg;BRANCA
S;SC;VIDEIRA;SANTA CLARA COMERCIO DE GAS LTDA.; 08.203.933/0001-98;VILA LINHA SCUSSIATO - ACESSO RUA PAULO FIORAVANTE PENSO;SN;;ZONA RURAL;89565-170;GLP;06/12/2023;120;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;BRAGANCA PAULISTA;NOVA AMERICA COMERCIO DE GAS LTDA; 04.554.740/0001-20;RUA EXP. DECIO CONCEICAO DOS SANTOS;237;;JARDIM NOVA AMERICA;12929-450;GLP;04/12/2023;105;;R$ / 13 kg;ULTRAGAZ
N;PA;CONCEICAO DO ARAGUAIA;N. DA S. BRITO COMERCIO E TRANSPORTE DE GAS GLP; 04.128.091/0001-04;AVENIDA J K;S/N;;CENTRO;68540-000;GLP;07/12/2023;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;BAURU;ILTON ALEXANDRE DA SILVA BAURU - ME; 02.168.070/0001-89;RUA   GAUDÊNCIO PIOLA;13089;;VILA SÃO PAULO;17022-113;GLP;06/12/2023;100;;R$ / 13 kg;ULTRAGAZ
SE;MG;MONTES CLAROS;MARIA ELZA PEREIRA SILVA - ME; 08.224.012/0001-01;AVENIDA LEONEL BEIRAO DE JESUS;2532;;DR JOAO ALVES;39400-000;GLP;07/12/2023;105;;R$ / 13 kg;LIQUIGÁS
NE;BA;JAGUAQUARA;MIC COMERCIO VAREJISTA DE GAS EIRELI; 04.733.460/0001-80;RUA GLICERIO DE SOUZA LEMOS;SN;;SAO JORGE;45345-000;GLP;07/12/2023;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;SAO JOSE DOS CAMPOS;DEL COSTA COMÉRCIO DE GÁS LTDA - ME; 08.428.882/0001-00;AVENIDA CASSIANO RICARDO;1730;;JARDIM ALVORADA;12240-540;GLP;07/12/2023;114,99;;R$ / 13 kg;BRANCA
SE;SP;VOTORANTIM;JOSÉ ANTÔNIO DE LIMA & CIA LTDA ME; 03.446.555/0001-50;RUA CLARICE BELINE DEVELIS;196;;JARDIM CLARICE I;18116-610;GLP;06/12/2023;110;;R$ / 13 kg;ULTRAGAZ
SE;SP;MIRASSOL;JOSÉ CLAUDIO RODRIGUÊS MONÇÃO - ME; 04.463.877/0001-70;RUA OSWALDO CRUZ;31-47;;SOUZA;15130-000;GLP;04/12/2023;90;;R$ / 13 kg;BRANCA
NE;PE;JABOATAO DOS GUARARAPES;LUCIELMA NASCIMENTO DA SILVA; 08.064.810/0001-13;RUA MODELO;187;GALPAO;GUARARAPES;54325-600;GLP;04/12/2023;90;;R$ / 13 kg;BAHIANA
NE;PE;OLINDA;ALEXANDRA FRAGOSO DE AMORIM AGUIAR; 06.142.155/0001-49;AVENIDA PROFESSOR ANDRADE BEZERRA;386;;SALGADINHO;53110-110;GLP;06/12/2023;90;;R$ / 13 kg;LIQUIGÁS
S;RS;GUAIBA;VERENICE BARBOSA DOS SANTOS; 07.839.230/0001-98;RUA TIO INICA;174;;BOM FIM NOVO;92500-000;GLP;04/12/2023;102;;R$ / 13 kg;LIQUIGÁS
SE;SP;TATUI;PETERSON GALVAO SANTOS; 07.859.529/0002-95;RUA CAPITÃO LISBOA;12;;CENTRO;18270-070;GLP;05/12/2023;105;;R$ / 13 kg;BRANCA
S;RS;SANTA CRUZ DO SUL;ISERGAS PRESTADORA DE SERVICOS LTDA; 02.735.524/0001-56;RODOVIA BR-471;SN;KM    141.650;VARZEA;96814-000;GLP;06/12/2023;95;;R$ / 13 kg;BRANCA
SE;SP;SAO BERNARDO DO CAMPO;YAMA COMERCIO DE GAS LTDA; 07.447.557/0001-14;AVENIDA CAMINHO DO MAR;2049;;VILA MUSSOLINE;09609-000;GLP;06/12/2023;103,99;;R$ / 13 kg;CONSIGAZ
N;PA;BELEM;J M A TAVARES COM. DE GÁS E TRANSPORTES LTDA. ME.; 08.007.610/0001-29;RUA DOS MUNDUCURUS;442;;JURUNAS;66025-660;GLP;06/12/2023;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;PA;SANTAREM;DISTRIBUIDORA DE GAS CORREA LTDA; 08.234.653/0001-47;AVENIDA EDVALDO LEITE;442;;SANTO ANDRE;68022-050;GLP;05/12/2023;100;;R$ / 13 kg;COPA ENERGIA
SE;SP;POA;EDSON MACEDO GODOI GAS - ME; 05.263.577/0001-00;RUA PARAIBUNA;32;;JARDIM SONIA;08563-640;GLP;06/12/2023;94,99;;R$ / 13 kg;BRANCA
SE;SP;PINDAMONHANGABA;MARIA DA CONCEIÇÃO BASTOS PINDAMONHANGABA ME.; 04.724.952/0001-09;RUA APARECIDA;473;;CIDADE NOVA;12414-180;GLP;06/12/2023;95;;R$ / 13 kg;BRANCA
SE;SP;CACAPAVA;DEPÓSITO DE GÁS SÃO JOSÉ CPVA LTDA. ME.; 01.897.026/0001-47;RUA FRANCISCO PAULINO DE VASCONCELOS;15;;JD MARIA ELMIRA;12285-210;GLP;04/12/2023;99,99;;R$ / 13 kg;ULTRAGAZ
SE;SP;SAO CARLOS;ELCIO FRANCISCO DA SILVA & CIA LTDA; 05.380.496/0001-90;AVENIDA JOAO DE LOURENCO;697;;MARIA STELA FAGA;13568-250;GLP;05/12/2023;110;;R$ / 13 kg;BRANCA
SE;SP;SANTO ANDRE;COMERCIAL DE GAS NOVA ESPERANCA EIRELI; 07.620.309/0001-23;AVENIDA QUEIROS FILHO;2516;;VILA GUARACIABA;09121-587;GLP;06/12/2023;95;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;CACAPAVA;LUCIANO MAMEDE - ME; 07.046.738/0001-39;RUA DO PORTO;391;;JARDIM RAFAEL;12288-560;GLP;04/12/2023;95,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;SERTAOZINHO;MARCELO DONIZETTI AIURA ME; 07.893.805/0001-50;RUA JOSE BONINI;1015;;JD BRASILIA;14170-420;GLP;07/12/2023;89,99;;R$ / 13 kg;BRANCA
NE;BA;SANTO ANTONIO DE JESUS;SR COMERCIO DE GAS LIQUEFEITO DE PETROLEO LTDA - EPP; 05.609.712/0001-26;AV ANTONIO CARLOS MAGALHAES;286;;SAO BENEDITO;44573-440;GLP;05/12/2023;100;;R$ / 13 kg;BAHIANA
SE;SP;SAO VICENTE;SANTOS E OLIVEIRA COMÉRCIO DE EQUIPAMENTOS E GLP LTDA.; 06.095.024/0001-58;AVENIDA MARTINS FONTES;1132;;CATIAPOÃ;11390-200;GLP;05/12/2023;99,99;;R$ / 13 kg;CONSIGAZ
N;AP;MACAPA;M. M. SILVA BITTENCOURT - ME; 07.408.521/0001-21;AVENIDA REMOS AMORAS DE OLIVEIRA;785;A;MUCA;68902-315;GLP;06/12/2023;103;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;GO;FORMOSA;NOVO GAS DISTRIBUIDORA DE GAS LTDA; 08.215.957/0001-67;AVENIDA PEDRO MONTEIRO GUIMARAES;60;;SETOR FERROVIARIO;73805-015;GLP;06/12/2023;100;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;RS;CACHOEIRINHA;JOSÉ ADELCI SILVEIRA DA ROCHA; 08.178.285/0001-67;RUA DUARTE DA COSTA;750;;VISTA ALEGRE;94945-170;GLP;05/12/2023;100;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;CACAPAVA;A A LOPES MARQUES GÁS ME; 03.899.112/0001-14;RUA TENENTE MESQUITA;550;;VILA PANTALEAO;12280-048;GLP;04/12/2023;94,99;;R$ / 13 kg;ULTRAGAZ
NE;BA;SANTO ANTONIO DE JESUS;VICTOR DISTRIBUIDORA DE GAS E AGUA LTDA; 05.597.800/0001-55;RUA TEODORO DIAS BARRETO;70;SEDE;ANDAIA;44572-500;GLP;05/12/2023;100;;R$ / 13 kg;BRANCA
SE;SP;SUMARE;FELIZARDO DE SOUZA & CORREA GÁS LTDA ME; 05.072.511/0001-32;RUA MARCOS DUTRA PEREIRA;174;;PARQUE BANDEIRANTES;13181-720;GLP;04/12/2023;100;;R$ / 13 kg;ULTRAGAZ
SE;SP;VARZEA PAULISTA;NUCIANO PEREIRA DE ARAÚJO ME; 03.848.052/0001-00;AVENIDA PACAEMBU;3225;C2;JARDIM PAULISTA;13222-000;GLP;05/12/2023;95;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;CAMPINAS;BANDEIRANTES COMERCIO DE GAS LTDA ME; 07.886.841/0001-97;AVENIDA ADÃO FOCESI;964;;JARDIM DO LAGO;13050-000;GLP;06/12/2023;99,99;;R$ / 13 kg;ULTRAGAZ
SE;SP;TAUBATE;SUELY FERREIRA DE CARVALHO - ME.; 04.949.595/0001-87;AVENIDA RICIOTTI POALICCHI;140;;JD. RESIDENCIAL ABAETE;12040-530;GLP;07/12/2023;95;;R$ / 13 kg;BRANCA
SE;SP;GARCA;RG COMERCIO DE GAS LTDA - ME; 01.378.606/0001-28;RUA BRASIL;67;;JAFA;17405-000;GLP;06/12/2023;100;;R$ / 13 kg;ULTRAGAZ
CO;DF;BRASILIA;DEPÓSITO DE GÁS ÁGUAS CLARAS LTDA ME; 03.276.800/0001-28;LOTE 12 , CONJUNTO;4;ADE- ÁGUAS CLARAS;ÁGUAS CLARAS;70310-500;GLP;04/12/2023;89,99;;R$ / 13 kg;BRANCA
SE;SP;SANTA BARBARA D'OESTE;DEPOSITO DE GAS SAO FRANCISCO LTDA; 06.789.982/0001-29;AVENIDA DE CILLO;1550;;JARDIM MARIANA;13450-041;GLP;07/12/2023;95;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;PR;FOZ DO IGUACU;MIRANDA E RIBEIRO LTDA; 08.420.452/0001-34;RUA SÃO  PAULO;67;;VILA C;85870-110;GLP;05/12/2023;95;;R$ / 13 kg;ULTRAGAZ
S;RS;SANTA MARIA;RENILDA J. V. CASSENOTE; 06.168.030/0001-98;RUA CRUZ ALTA;165;;CATURRITA;97040-130;GLP;05/12/2023;101;;R$ / 13 kg;LIQUIGÁS
CO;GO;APARECIDA DE GOIANIA;LUCIA MENDES SIQUEIRA; 08.496.985/0001-08;AVENIDA NOSSA SENHORA APARECIDA;S/N;QD. 80 .LT. 15 A.C. 2 S.1;JARDIM ALTO PARAISO;74948-110;GLP;04/12/2023;95;;R$ / 13 kg;BRANCA
SE;SP;SAO JOSE DOS CAMPOS;B A MARTINS ME; 05.538.592/0001-13;RUA   PIRAQUARA CLUBE;450;;VILA SINHA;12212-630;GLP;07/12/2023;109,99;;R$ / 13 kg;ULTRAGAZ
SE;SP;TAUBATE;LUZIA GOMES DE PAULA TAUBATÉ ME; 02.253.556/0001-15;AVENIDA DOUTOR JOÃO BATISTA ORTIZ MONTEIRO;620;;PARQUE PIRACANGAGUA;12040-250;GLP;07/12/2023;96;;R$ / 13 kg;BRANCA
SE;SP;VALINHOS;S & D COMÉRCIO DE GÁS LTDA - ME.; 07.760.654/0001-62;RODOVIA MUNICIPAL DOS ANDRADES;1382;;PONTE ALTA;13277-650;GLP;07/12/2023;98,9;;R$ / 13 kg;ULTRAGAZ
NE;BA;PORTO SEGURO;ALBOIM BONFIM PEIXOTO; 07.868.740/0001-93;PRAÇA DOS EX COMBATENTES;16;;CENTRO;45810-000;GLP;05/12/2023;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;RS;SANTO ANGELO;MISSIONEIRA COMERCIO DE GAS LTDA.; 08.382.548/0001-55;AVENIDA VENANCIO AIRES;2132;;CENTRO;98803-000;GLP;04/12/2023;124;;R$ / 13 kg;ULTRAGAZ
S;PR;COLOMBO;GUARAITUBA GÁS LTDA.; 07.837.997/0001-88;RUA MARGINAL DIREITA;1446;;PQ. RESIDENCIAL SANTA TEREZINHA;83408-600;GLP;08/12/2023;89;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;RIBEIRAO PRETO;CLAUDINEI  LOPES TEIXEIRA RIBEIRÃO PRETO - ME; 00.253.961/0001-08;AVENIDA DOM PEDRO I;1627;;IPIRANGA;14055-620;GLP;06/12/2023;104,99;;R$ / 13 kg;ULTRAGAZ
NE;PB;JOAO PESSOA;PANIFICADORA FAUSTINO LTDA.; 07.835.328/0001-77;RUA RENATO GOMES DE OLIVEIRA;30;;MANGABEIRA VII;58058-232;GLP;04/12/2023;99;;R$ / 13 kg;BRANCA
S;RS;RIO GRANDE;EMERSON CRAVO DE SOUZA E CIA LTDA - ME; 07.870.527/0001-16;TRAVESSA VINTE E UM;305;ABEL CRAVO;VILA DA QUINTA;96222-000;GLP;04/12/2023;120;;R$ / 13 kg;LIQUIGÁS
SE;SP;TABOAO DA SERRA;VISARO COMÉRCIO DE GÁS LTDA.; 08.104.962/0001-00;ESTRADA DAS OLARIAS;945;;JARDIM PIRAJUSSARA;06775-005;GLP;05/12/2023;85;;R$ / 13 kg;BRANCA
S;RS;CAXIAS DO SUL;SIM REDE DE POSTOS LTDA; 07.473.735/0005-05;RUA MATTEO GIANELLA;505;SALA A;PIO X;95034-240;GLP;05/12/2023;104,9;;R$ / 13 kg;BRANCA
S;RS;CAXIAS DO SUL;SIM REDE DE POSTOS LTDA; 07.473.735/0006-96;RUA BENJAMIN CUSTODIO DE OLIVEIRA;305;SALA A;CHARQUEADAS;95110-760;GLP;04/12/2023;99,9;;R$ / 13 kg;BRANCA
S;RS;CAXIAS DO SUL;SIM REDE DE POSTOS LTDA; 07.473.735/0011-53;AVENIDA PERIMETRAL BRUNO SEGALA;9095;SALA A;FLORESTA;95012-580;GLP;04/12/2023;99,9;;R$ / 13 kg;BRANCA
SE;SP;CATANDUVA;TELEGÁS CATANDUVA COMÉRCIO DE GÁS LTDA - ME.; 03.877.799/0001-97;RUA CAMPINAS;393;;VILA MOTTA;15804-095;GLP;04/12/2023;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;ARAGUARI;LEANDRO ALBERTO; 08.076.920/0001-03;AVENIDA BATALHÃO MAUÁ;1236;;CENTRO;38440-210;GLP;06/12/2023;100;;R$ / 13 kg;BRANCA
CO;GO;PORANGATU;RAIMUNDA PEREIRA DA SILVA OLIVEIRA; 08.177.813/0001-63;RUA ADELINO AMERICO DE AZEVEDO;1;QD 01 LT 02;VILA BARROS;76550-000;GLP;05/12/2023;115;;R$ / 13 kg;COPA ENERGIA
SE;SP;CAMPINAS;SEBASTIÃO BATISTA COELHO GÁS ME; 06.887.875/0001-33;RUA ERNESTO ALVES FILHO;516;QT 3657 Q 57 L 021;JARDIM CAMPOS ELISEOS;13060-057;GLP;06/12/2023;94,99;;R$ / 13 kg;LIQUIGÁS
NE;PI;TERESINA;T P DA SILVA PINHEIRO; 08.228.586/0001-58;AVENIDA JOAQUIM NELSON;1777;;ITARARE;64078-600;GLP;06/12/2023;99,99;;R$ / 13 kg;BAHIANA
NE;CE;FORTALEZA;CASTELO GÁS COMERCIAL LTDA.; 08.466.198/0001-05;AVENIDA OLAVO BILAC;1579;;SÃO GERALDO;60320-000;GLP;06/12/2023;91,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;RJ;SAO GONCALO;GÁS PEDRA REVENDEDORA DE GÁS LTDA; 08.369.675/0001-14;RUA ABILIO JOSÉ DE MATOS;S/Nº;LOTES 01 E 02 QD. B;PORTO DA PEDRA;24740-000;GLP;04/12/2023;94,99;;R$ / 13 kg;ULTRAGAZ
SE;MG;LEOPOLDINA;A. A. NASCIMENTO E CIA LTDA; 07.913.123/0001-62;RUA IDALINA GOMES DOMINGUES;130;B;CENTRO;36700-000;GLP;07/12/2023;90;;R$ / 13 kg;ULTRAGAZ
SE;SP;SOROCABA;PARK COMERCIO DE GAS LTDA; 05.875.485/0001-80;AVENIDA QUINZE DE AGOSTO;5200;;JARDIM LEOCADIA;18085-290;GLP;06/12/2023;95;;R$ / 13 kg;BRANCA
SE;SP;SOROCABA;KATIA EGLE DE ALMEIDA GÁS - ME; 07.848.517/0001-84;AVENIDA DOUTOR AMÉRICO FIGUEREDO;4129;;JULIO DE MESQUITA FILHO;18053-000;GLP;05/12/2023;110;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;JORCELITA MENDES AZEVEDO; 01.320.298/0001-80;AVENIDA W 002;S/N;QUADRA 45 LOTE 04,05 E 06;MANSÕES PARAÍSO;74952-590;GLP;04/12/2023;98;;R$ / 13 kg;LIQUIGÁS
CO;GO;ANAPOLIS;SUPERCHAMA GÁS LTDA - ME; 08.474.716/0001-32;RUA CRISTAL ESQ. COM RUA BRASILIA;220;QUADRA 09 LOTE 17;ITAMARATY;75050-060;GLP;06/12/2023;100;;R$ / 13 kg;BRANCA
SE;SP;SUZANO;JOSÉ ORIDES DA SILVA FILHO - ME; 08.338.438/0001-96;AVENIDA PAULO ERNANI BRAGA NASCIMENTO;638;;JARDIM SÃO JOSÉ;08695-080;GLP;04/12/2023;84,99;;R$ / 13 kg;ULTRAGAZ
